ra,dec,ebv
-91.35678391959799,-90.0,0.15808768483898064
-89.54773869346734,-90.0,0.15808768483898064
-87.73869346733667,-90.0,0.15808768483898064
-85.92964824120602,-90.0,0.15808768483898064
-84.12060301507537,-90.0,0.15808768483898064
-82.31155778894473,-90.0,0.15808768483898064
-80.50251256281406,-90.0,0.15808768483898064
-78.69346733668341,-90.0,0.1580876848389875
-76.88442211055276,-90.0,0.1580876848389875
-75.07537688442211,-90.0,0.1580876848389875
-73.26633165829145,-90.0,0.1580876848389875
-71.4572864321608,-90.0,0.1580876848389875
-69.64824120603015,-90.0,0.1580876848389875
-67.8391959798995,-90.0,0.1580876848389875
-66.03015075376884,-90.0,0.1580876848389875
-64.22110552763819,-90.0,0.1580876848389875
-62.41206030150754,-90.0,0.1580876848389875
-60.603015075376874,-90.0,0.1580876848389875
-58.793969849246224,-90.0,0.1580876848389875
-56.984924623115575,-90.0,0.1580876848389875
-55.175879396984925,-90.0,0.1580876848389875
-53.36683417085426,-90.0,0.1580876848389875
-51.557788944723626,-90.0,0.1580876848389875
-49.74874371859295,-90.0,0.1580876848389875
-47.9396984924623,-90.0,0.1580876848389875
-46.13065326633165,-90.0,0.1580876848389875
-44.321608040201,-90.0,0.1580876848389875
-42.51256281407035,-90.0,0.1580876848389875
-40.7035175879397,-90.0,0.1580876848389875
-38.89447236180905,-90.0,0.1580876848389875
-37.0854271356784,-90.0,0.1580876848389875
-35.27638190954772,-90.0,0.1580876848389875
-33.467336683417074,-90.0,0.1580876848389875
-31.658291457286424,-90.0,0.1580876848389875
-29.849246231155774,-90.0,0.1580876848389875
-28.040201005025125,-90.0,0.1580876848389875
-26.231155778894475,-90.0,0.1580876848389875
-24.422110552763826,-90.0,0.1580876848389875
-22.613065326633148,-90.0,0.1580876848389875
-20.8040201005025,-90.0,0.1580876848389875
-18.99497487437185,-90.0,0.1580876848389875
-17.1859296482412,-90.0,0.1580876848389875
-15.37688442211055,-90.0,0.1580876848389875
-13.5678391959799,-90.0,0.1580876848389875
-11.75879396984925,-90.0,0.1580876848389875
-9.949748743718601,-90.0,0.1580876848389875
-8.140703517587923,-90.0,0.1580876848389875
-6.331658291457273,-90.0,0.1580876848389875
-4.522613065326624,-90.0,0.1580876848389875
-2.7135678391959743,-90.0,0.1580876848389875
-0.9045226130653248,-90.0,0.1580876848390007
0.9045226130653248,-90.0,0.1580876848390007
2.7135678391959743,-90.0,0.1580876848390007
4.522613065326652,-90.0,0.1580876848390007
6.331658291457302,-90.0,0.1580876848390007
8.140703517587951,-90.0,0.1580876848390007
9.949748743718601,-90.0,0.1580876848390007
11.75879396984925,-90.0,0.1580876848390007
13.5678391959799,-90.0,0.1580876848390007
15.37688442211055,-90.0,0.1580876848390007
17.1859296482412,-90.0,0.1580876848390007
18.994974874371877,-90.0,0.1580876848390007
20.804020100502527,-90.0,0.1580876848390007
22.613065326633176,-90.0,0.1580876848390007
24.422110552763826,-90.0,0.1580876848390007
26.231155778894475,-90.0,0.1580876848390007
28.040201005025125,-90.0,0.1580876848390007
29.849246231155774,-90.0,0.1580876848390007
31.658291457286452,-90.0,0.1580876848390007
33.4673366834171,-90.0,0.1580876848390007
35.27638190954775,-90.0,0.1580876848390007
37.0854271356784,-90.0,0.1580876848390007
38.89447236180905,-90.0,0.1580876848390007
40.7035175879397,-90.0,0.1580876848390007
42.51256281407035,-90.0,0.1580876848390007
44.321608040201,-90.0,0.1580876848390007
46.13065326633168,-90.0,0.1580876848390007
47.93969849246233,-90.0,0.1580876848390007
49.748743718592976,-90.0,0.1580876848390007
51.557788944723626,-90.0,0.1580876848390007
53.366834170854275,-90.0,0.1580876848390007
55.175879396984925,-90.0,0.1580876848390007
56.984924623115575,-90.0,0.1580876848390007
58.79396984924625,-90.0,0.1580876848390007
60.6030150753769,-90.0,0.1580876848390007
62.41206030150755,-90.0,0.1580876848390007
64.2211055276382,-90.0,0.1580876848390007
66.03015075376885,-90.0,0.1580876848390007
67.8391959798995,-90.0,0.1580876848390007
69.64824120603015,-90.0,0.1580876848390007
71.4572864321608,-90.0,0.1580876848390007
73.26633165829148,-90.0,0.1580876848390007
75.07537688442213,-90.0,0.1580876848390007
76.88442211055275,-90.0,0.1580876848390007
78.6934673366834,-90.0,0.1580876848390007
80.5025125628141,-90.0,0.1580876848390007
82.31155778894475,-90.0,0.1580876848390007
84.1206030150754,-90.0,0.15808768483899882
85.92964824120605,-90.0,0.15808768483899882
87.7386934673367,-90.0,0.15808768483899882
89.54773869346735,-90.0,0.15808768483899882
91.356783919598,-90.0,0.15808768483899882
93.16582914572865,-90.0,0.15808768483899882
94.9748743718593,-90.0,0.15808768483899882
96.78391959798995,-90.0,0.15808768483899882
98.5929648241206,-90.0,0.15808768483899882
100.40201005025125,-90.0,0.15808768483899882
102.2110552763819,-90.0,0.15808768483899882
104.02010050251255,-90.0,0.15808768483899882
105.8291457286432,-90.0,0.15808768483899882
107.6381909547739,-90.0,0.15808768483899882
109.44723618090455,-90.0,0.15808768483899882
111.2562814070352,-90.0,0.15808768483899882
113.06532663316585,-90.0,0.15808768483899882
114.8743718592965,-90.0,0.15808768483899882
116.68341708542715,-90.0,0.15808768483899882
118.4924623115578,-90.0,0.15808768483899882
120.30150753768845,-90.0,0.15808768483899882
122.1105527638191,-90.0,0.15808768483899882
123.91959798994975,-90.0,0.15808768483899882
125.7286432160804,-90.0,0.15808768483899882
127.53768844221105,-90.0,0.15808768483899882
129.3467336683417,-90.0,0.15808768483899882
131.15577889447235,-90.0,0.15808768483899882
132.964824120603,-90.0,0.15808768483899882
134.7738693467337,-90.0,0.15808768483899882
136.58291457286435,-90.0,0.15808768483899882
138.391959798995,-90.0,0.15808768483899882
140.20100502512565,-90.0,0.15808768483899882
142.0100502512563,-90.0,0.15808768483899882
143.81909547738695,-90.0,0.15808768483899882
145.6281407035176,-90.0,0.15808768483899882
147.43718592964825,-90.0,0.15808768483899882
149.2462311557789,-90.0,0.15808768483899882
151.05527638190955,-90.0,0.15808768483899882
152.8643216080402,-90.0,0.15808768483899882
154.67336683417085,-90.0,0.15808768483899882
156.4824120603015,-90.0,0.15808768483899882
158.29145728643215,-90.0,0.15808768483899882
160.1005025125628,-90.0,0.15808768483899882
161.9095477386935,-90.0,0.15808768483899882
163.71859296482415,-90.0,0.15808768483899882
165.5276381909548,-90.0,0.15808768483899882
167.33668341708545,-90.0,0.15808768483899882
169.1457286432161,-90.0,0.15808768483899882
170.95477386934675,-90.0,0.15808768483899882
172.7638190954774,-90.0,0.15808768483899882
174.57286432160805,-90.0,0.15808768483899882
176.3819095477387,-90.0,0.15808768483899882
178.19095477386935,-90.0,0.15808768483899882
180.0,-90.0,0.15808768483899882
-180.0,-89.09547738693468,0.10561370107026405
-178.19095477386935,-89.09547738693468,0.1041309465826518
-176.3819095477387,-89.09547738693468,0.1033448207006047
-174.57286432160805,-89.09547738693468,0.10306366104533111
-172.76381909547737,-89.09547738693468,0.10290316939282533
-170.95477386934672,-89.09547738693468,0.10373034616513294
-169.14572864321607,-89.09547738693468,0.10404726713557985
-167.33668341708542,-89.09547738693468,0.10465852071275042
-165.52763819095478,-89.09547738693468,0.1054468460642631
-163.71859296482413,-89.09547738693468,0.10636186485985058
-161.90954773869348,-89.09547738693468,0.107871111597201
-160.1005025125628,-89.09547738693468,0.10935415752048583
-158.29145728643215,-89.09547738693468,0.11199730585612452
-156.4824120603015,-89.09547738693468,0.11465261757033178
-154.67336683417085,-89.09547738693468,0.11858404176267053
-152.8643216080402,-89.09547738693468,0.1220153554878905
-151.05527638190955,-89.09547738693468,0.1262004409735065
-149.2462311557789,-89.09547738693468,0.12821655823737116
-147.43718592964825,-89.09547738693468,0.12900644454526283
-145.6281407035176,-89.09547738693468,0.1282888608445525
-143.81909547738692,-89.09547738693468,0.12582751482415483
-142.01005025125627,-89.09547738693468,0.12199405033527956
-140.20100502512562,-89.09547738693468,0.11846691566846151
-138.39195979899498,-89.09547738693468,0.11630201333768395
-136.58291457286433,-89.09547738693468,0.11358140541167262
-134.77386934673368,-89.09547738693468,0.11203432216866561
-132.964824120603,-89.09547738693468,0.11195695976019907
-131.15577889447235,-89.09547738693468,0.11261814610312527
-129.3467336683417,-89.09547738693468,0.11398985306272713
-127.53768844221105,-89.09547738693468,0.11594597083906306
-125.7286432160804,-89.09547738693468,0.11756538901851041
-123.91959798994975,-89.09547738693468,0.11953130634188953
-122.1105527638191,-89.09547738693468,0.12453617395229172
-120.30150753768844,-89.09547738693468,0.13046865336210026
-118.49246231155779,-89.09547738693468,0.13698460155689168
-116.68341708542712,-89.09547738693468,0.14234114157355465
-114.87437185929647,-89.09547738693468,0.14683509359394065
-113.06532663316582,-89.09547738693468,0.14928091663024845
-111.25628140703517,-89.09547738693468,0.1478000678490912
-109.44723618090453,-89.09547738693468,0.14686556054872688
-107.63819095477386,-89.09547738693468,0.14634525671763324
-105.82914572864321,-89.09547738693468,0.14654419350913928
-104.02010050251256,-89.09547738693468,0.14575022267508092
-102.21105527638191,-89.09547738693468,0.1441302953536881
-100.40201005025125,-89.09547738693468,0.14075210437513774
-98.5929648241206,-89.09547738693468,0.13837593666839765
-96.78391959798995,-89.09547738693468,0.13670664191030993
-94.9748743718593,-89.09547738693468,0.1350141813267823
-93.16582914572864,-89.09547738693468,0.13341942098290072
-91.35678391959799,-89.09547738693468,0.1318984213575228
-89.54773869346734,-89.09547738693468,0.1313170525184384
-87.73869346733667,-89.09547738693468,0.13080739088755733
-85.92964824120602,-89.09547738693468,0.1295919299637238
-84.12060301507537,-89.09547738693468,0.12814915306570573
-82.31155778894473,-89.09547738693468,0.12675152562349618
-80.50251256281406,-89.09547738693468,0.12714519066942498
-78.69346733668341,-89.09547738693468,0.12825222222601113
-76.88442211055276,-89.09547738693468,0.13059274713839678
-75.07537688442211,-89.09547738693468,0.1324107336399165
-73.26633165829145,-89.09547738693468,0.1341213929213469
-71.4572864321608,-89.09547738693468,0.13563208705281588
-69.64824120603015,-89.09547738693468,0.13774348685754764
-67.8391959798995,-89.09547738693468,0.13875094521283982
-66.03015075376884,-89.09547738693468,0.13993919155795986
-64.22110552763819,-89.09547738693468,0.14072922788923561
-62.41206030150754,-89.09547738693468,0.14071948458119501
-60.603015075376874,-89.09547738693468,0.14017278094445154
-58.793969849246224,-89.09547738693468,0.1394297448698973
-56.984924623115575,-89.09547738693468,0.13794392361302046
-55.175879396984925,-89.09547738693468,0.13533021445872445
-53.36683417085426,-89.09547738693468,0.1328856252426032
-51.557788944723626,-89.09547738693468,0.13172206685891696
-49.74874371859295,-89.09547738693468,0.1304424235601872
-47.9396984924623,-89.09547738693468,0.12930183094013373
-46.13065326633165,-89.09547738693468,0.12970216072622837
-44.321608040201,-89.09547738693468,0.12972715560432052
-42.51256281407035,-89.09547738693468,0.12886382251688017
-40.7035175879397,-89.09547738693468,0.12748694288659643
-38.89447236180905,-89.09547738693468,0.12652109834749956
-37.0854271356784,-89.09547738693468,0.12592481794164706
-35.27638190954772,-89.09547738693468,0.12676202360526484
-33.467336683417074,-89.09547738693468,0.12814199938114695
-31.658291457286424,-89.09547738693468,0.1296621691539089
-29.849246231155774,-89.09547738693468,0.13075212056843596
-28.040201005025125,-89.09547738693468,0.13064311710855597
-26.231155778894475,-89.09547738693468,0.12971823666855575
-24.422110552763826,-89.09547738693468,0.12815487629275713
-22.613065326633148,-89.09547738693468,0.1264640087790963
-20.8040201005025,-89.09547738693468,0.12473668653105117
-18.99497487437185,-89.09547738693468,0.12390898266812192
-17.1859296482412,-89.09547738693468,0.12368947838850278
-15.37688442211055,-89.09547738693468,0.12413997262121168
-13.5678391959799,-89.09547738693468,0.12480027178325269
-11.75879396984925,-89.09547738693468,0.125183023071299
-9.949748743718601,-89.09547738693468,0.1253056826911839
-8.140703517587923,-89.09547738693468,0.12505978476556695
-6.331658291457273,-89.09547738693468,0.1244582151777287
-4.522613065326624,-89.09547738693468,0.12452553674223596
-2.7135678391959743,-89.09547738693468,0.12405863851877522
-0.9045226130653248,-89.09547738693468,0.12330320319598338
0.9045226130653248,-89.09547738693468,0.12212754286555144
2.7135678391959743,-89.09547738693468,0.12057511426016121
4.522613065326652,-89.09547738693468,0.11906087351583008
6.331658291457302,-89.09547738693468,0.11842907979833506
8.140703517587951,-89.09547738693468,0.11750983880650744
9.949748743718601,-89.09547738693468,0.1176867638894635
11.75879396984925,-89.09547738693468,0.11701941275382402
13.5678391959799,-89.09547738693468,0.11610027397354863
15.37688442211055,-89.09547738693468,0.11432393076629258
17.1859296482412,-89.09547738693468,0.11224880559657723
18.994974874371877,-89.09547738693468,0.11069138712287256
20.804020100502527,-89.09547738693468,0.10950592164135842
22.613065326633176,-89.09547738693468,0.10888884480177319
24.422110552763826,-89.09547738693468,0.10811245284837227
26.231155778894475,-89.09547738693468,0.1073976429689326
28.040201005025125,-89.09547738693468,0.10707441264959898
29.849246231155774,-89.09547738693468,0.10681790935921326
31.658291457286452,-89.09547738693468,0.10684933983362277
33.4673366834171,-89.09547738693468,0.10673889403855016
35.27638190954775,-89.09547738693468,0.10670893701861463
37.0854271356784,-89.09547738693468,0.1067678629452587
38.89447236180905,-89.09547738693468,0.10696987777880868
40.7035175879397,-89.09547738693468,0.10734067936785616
42.51256281407035,-89.09547738693468,0.10775308370595217
44.321608040201,-89.09547738693468,0.10830240860443659
46.13065326633168,-89.09547738693468,0.10923781925939345
47.93969849246233,-89.09547738693468,0.11024928256210256
49.748743718592976,-89.09547738693468,0.1117097216006031
51.557788944723626,-89.09547738693468,0.11353775456941416
53.366834170854275,-89.09547738693468,0.11532027662173783
55.175879396984925,-89.09547738693468,0.1164695979161681
56.984924623115575,-89.09547738693468,0.11685242814195705
58.79396984924625,-89.09547738693468,0.11689209369446134
60.6030150753769,-89.09547738693468,0.11709496828132686
62.41206030150755,-89.09547738693468,0.11706390668933599
64.2211055276382,-89.09547738693468,0.11702081612930727
66.03015075376885,-89.09547738693468,0.11730514980511131
67.8391959798995,-89.09547738693468,0.11681041078678292
69.64824120603015,-89.09547738693468,0.11544163026303464
71.4572864321608,-89.09547738693468,0.11331248899325479
73.26633165829148,-89.09547738693468,0.11053453879484476
75.07537688442213,-89.09547738693468,0.10868492368509483
76.88442211055275,-89.09547738693468,0.10774499390357274
78.6934673366834,-89.09547738693468,0.1092484599180228
80.5025125628141,-89.09547738693468,0.1116485115577999
82.31155778894475,-89.09547738693468,0.11446331614274602
84.1206030150754,-89.09547738693468,0.11687313895878744
85.92964824120605,-89.09547738693468,0.11809920888570372
87.7386934673367,-89.09547738693468,0.11834505775570359
89.54773869346735,-89.09547738693468,0.11826136845288027
91.356783919598,-89.09547738693468,0.11911361003552583
93.16582914572865,-89.09547738693468,0.12131325182336307
94.9748743718593,-89.09547738693468,0.12454189302767567
96.78391959798995,-89.09547738693468,0.1292095734489897
98.5929648241206,-89.09547738693468,0.13253590068574034
100.40201005025125,-89.09547738693468,0.13537036546856884
102.2110552763819,-89.09547738693468,0.1362188098448048
104.02010050251255,-89.09547738693468,0.1357295907769816
105.8291457286432,-89.09547738693468,0.13444418532592536
107.6381909547739,-89.09547738693468,0.13322236946898147
109.44723618090455,-89.09547738693468,0.13111103973602173
111.2562814070352,-89.09547738693468,0.1298555268944713
113.06532663316585,-89.09547738693468,0.12954491294507553
114.8743718592965,-89.09547738693468,0.1293789371435412
116.68341708542715,-89.09547738693468,0.12839715445528946
118.4924623115578,-89.09547738693468,0.12701709206778522
120.30150753768845,-89.09547738693468,0.12562056601828814
122.1105527638191,-89.09547738693468,0.12368474068682644
123.91959798994975,-89.09547738693468,0.12182474296449175
125.7286432160804,-89.09547738693468,0.11991653253162049
127.53768844221105,-89.09547738693468,0.1182595258861021
129.3467336683417,-89.09547738693468,0.11698528355428642
131.15577889447235,-89.09547738693468,0.11625900576562732
132.964824120603,-89.09547738693468,0.11626035693106834
134.7738693467337,-89.09547738693468,0.11725215632683207
136.58291457286435,-89.09547738693468,0.11744336930809313
138.391959798995,-89.09547738693468,0.11751572835588467
140.20100502512565,-89.09547738693468,0.11759784026776807
142.0100502512563,-89.09547738693468,0.1176773248316878
143.81909547738695,-89.09547738693468,0.11723529922766215
145.6281407035176,-89.09547738693468,0.11641486238194756
147.43718592964825,-89.09547738693468,0.11526489526896302
149.2462311557789,-89.09547738693468,0.11370457491979737
151.05527638190955,-89.09547738693468,0.11246456687313383
152.8643216080402,-89.09547738693468,0.11189394937177222
154.67336683417085,-89.09547738693468,0.1123401157832163
156.4824120603015,-89.09547738693468,0.11390585594398592
158.29145728643215,-89.09547738693468,0.11552161005664284
160.1005025125628,-89.09547738693468,0.11653391620813185
161.9095477386935,-89.09547738693468,0.11649740625699419
163.71859296482415,-89.09547738693468,0.11562095569132735
165.5276381909548,-89.09547738693468,0.11440650878991154
167.33668341708545,-89.09547738693468,0.11329998015943182
169.1457286432161,-89.09547738693468,0.11250706478755687
170.95477386934675,-89.09547738693468,0.11173321413244278
172.7638190954774,-89.09547738693468,0.11105401759259667
174.57286432160805,-89.09547738693468,0.11025939679231896
176.3819095477387,-89.09547738693468,0.10910709454085143
178.19095477386935,-89.09547738693468,0.10772315215613679
180.0,-89.09547738693468,0.10561370107026405
-180.0,-88.19095477386935,0.10929599201337217
-178.19095477386935,-88.19095477386935,0.10924688009036679
-176.3819095477387,-88.19095477386935,0.1108295651252861
-174.57286432160805,-88.19095477386935,0.11428282631836365
-172.76381909547737,-88.19095477386935,0.11603387607468182
-170.95477386934672,-88.19095477386935,0.1262574891087921
-169.14572864321607,-88.19095477386935,0.130600484170903
-167.33668341708542,-88.19095477386935,0.1280314446531694
-165.52763819095478,-88.19095477386935,0.12172594354110966
-163.71859296482413,-88.19095477386935,0.1225886614124227
-161.90954773869348,-88.19095477386935,0.1276172101004562
-160.1005025125628,-88.19095477386935,0.12543723720920819
-158.29145728643215,-88.19095477386935,0.12153412384456412
-156.4824120603015,-88.19095477386935,0.12635212573693205
-154.67336683417085,-88.19095477386935,0.13343188339145026
-152.8643216080402,-88.19095477386935,0.13164931726420423
-151.05527638190955,-88.19095477386935,0.1274543048460583
-149.2462311557789,-88.19095477386935,0.12502886569905
-147.43718592964825,-88.19095477386935,0.1335192396346035
-145.6281407035176,-88.19095477386935,0.14340160651807668
-143.81909547738692,-88.19095477386935,0.14808216028496102
-142.01005025125627,-88.19095477386935,0.13851705755243168
-140.20100502512562,-88.19095477386935,0.12720556161358337
-138.39195979899498,-88.19095477386935,0.1212215009749426
-136.58291457286433,-88.19095477386935,0.11640655746478558
-134.77386934673368,-88.19095477386935,0.11111521964980882
-132.964824120603,-88.19095477386935,0.10758896171926713
-131.15577889447235,-88.19095477386935,0.10802100301330483
-129.3467336683417,-88.19095477386935,0.11299631874433316
-127.53768844221105,-88.19095477386935,0.11612524533595028
-125.7286432160804,-88.19095477386935,0.1159986179599965
-123.91959798994975,-88.19095477386935,0.11414655783796282
-122.1105527638191,-88.19095477386935,0.11209084826962878
-120.30150753768844,-88.19095477386935,0.11171090272728465
-118.49246231155779,-88.19095477386935,0.11554646805126931
-116.68341708542712,-88.19095477386935,0.11945362359136041
-114.87437185929647,-88.19095477386935,0.11833401297167064
-113.06532663316582,-88.19095477386935,0.11242934524137871
-111.25628140703517,-88.19095477386935,0.10646115090682814
-109.44723618090453,-88.19095477386935,0.10262123739098299
-107.63819095477386,-88.19095477386935,0.09835108266020122
-105.82914572864321,-88.19095477386935,0.0968124459578972
-104.02010050251256,-88.19095477386935,0.09649974599052566
-102.21105527638191,-88.19095477386935,0.09512824266476116
-100.40201005025125,-88.19095477386935,0.09461038790418291
-98.5929648241206,-88.19095477386935,0.0978840075078753
-96.78391959798995,-88.19095477386935,0.103520741653831
-94.9748743718593,-88.19095477386935,0.11275991121529928
-93.16582914572864,-88.19095477386935,0.11982837705955535
-91.35678391959799,-88.19095477386935,0.1279874639551467
-89.54773869346734,-88.19095477386935,0.14047547124157023
-87.73869346733667,-88.19095477386935,0.1595440519662091
-85.92964824120602,-88.19095477386935,0.17267019664816693
-84.12060301507537,-88.19095477386935,0.1713755221651096
-82.31155778894473,-88.19095477386935,0.16346943758614074
-80.50251256281406,-88.19095477386935,0.16202443997566024
-78.69346733668341,-88.19095477386935,0.16724305281932925
-76.88442211055276,-88.19095477386935,0.17530164866345607
-75.07537688442211,-88.19095477386935,0.17721137624686706
-73.26633165829145,-88.19095477386935,0.1742223522415891
-71.4572864321608,-88.19095477386935,0.17330412543232326
-69.64824120603015,-88.19095477386935,0.1768869519790883
-67.8391959798995,-88.19095477386935,0.17909433634248098
-66.03015075376884,-88.19095477386935,0.17619028187886346
-64.22110552763819,-88.19095477386935,0.17404059807328376
-62.41206030150754,-88.19095477386935,0.17433767479815304
-60.603015075376874,-88.19095477386935,0.17338839239188977
-58.793969849246224,-88.19095477386935,0.16435897164704177
-56.984924623115575,-88.19095477386935,0.14968855297475853
-55.175879396984925,-88.19095477386935,0.1304092885566117
-53.36683417085426,-88.19095477386935,0.12034699968761926
-51.557788944723626,-88.19095477386935,0.11409692810224599
-49.74874371859295,-88.19095477386935,0.1121854835599349
-47.9396984924623,-88.19095477386935,0.10858967401022686
-46.13065326633165,-88.19095477386935,0.10738956405502068
-44.321608040201,-88.19095477386935,0.10955630770674206
-42.51256281407035,-88.19095477386935,0.11071680524316656
-40.7035175879397,-88.19095477386935,0.1103027333101313
-38.89447236180905,-88.19095477386935,0.11086857543712046
-37.0854271356784,-88.19095477386935,0.1104514855843909
-35.27638190954772,-88.19095477386935,0.10780467600113706
-33.467336683417074,-88.19095477386935,0.10435656428413043
-31.658291457286424,-88.19095477386935,0.10545910445107781
-29.849246231155774,-88.19095477386935,0.10824213367214502
-28.040201005025125,-88.19095477386935,0.11001356978674187
-26.231155778894475,-88.19095477386935,0.11272190853047058
-24.422110552763826,-88.19095477386935,0.11533568860029947
-22.613065326633148,-88.19095477386935,0.11593776981017914
-20.8040201005025,-88.19095477386935,0.1166101539350246
-18.99497487437185,-88.19095477386935,0.11779904146130084
-17.1859296482412,-88.19095477386935,0.11891295076645506
-15.37688442211055,-88.19095477386935,0.1198422477688929
-13.5678391959799,-88.19095477386935,0.12240088929020096
-11.75879396984925,-88.19095477386935,0.12263774133103864
-9.949748743718601,-88.19095477386935,0.11888128152021274
-8.140703517587923,-88.19095477386935,0.11405111743630697
-6.331658291457273,-88.19095477386935,0.10937713759928717
-4.522613065326624,-88.19095477386935,0.10678344164521505
-2.7135678391959743,-88.19095477386935,0.10567091282878245
-0.9045226130653248,-88.19095477386935,0.1035724140399272
0.9045226130653248,-88.19095477386935,0.1022458731085007
2.7135678391959743,-88.19095477386935,0.10304443076290362
4.522613065326652,-88.19095477386935,0.10456805207907806
6.331658291457302,-88.19095477386935,0.10539511378679912
8.140703517587951,-88.19095477386935,0.10700411812804196
9.949748743718601,-88.19095477386935,0.1081149851695467
11.75879396984925,-88.19095477386935,0.10857595807309794
13.5678391959799,-88.19095477386935,0.10885816611207293
15.37688442211055,-88.19095477386935,0.10850773097774095
17.1859296482412,-88.19095477386935,0.10778662146973664
18.994974874371877,-88.19095477386935,0.10631251084998933
20.804020100502527,-88.19095477386935,0.10488849212116333
22.613065326633176,-88.19095477386935,0.10423172851816183
24.422110552763826,-88.19095477386935,0.10389341498222439
26.231155778894475,-88.19095477386935,0.10475158426430997
28.040201005025125,-88.19095477386935,0.10770948114541123
29.849246231155774,-88.19095477386935,0.10998790206798421
31.658291457286452,-88.19095477386935,0.11074197560667917
33.4673366834171,-88.19095477386935,0.11106502640694853
35.27638190954775,-88.19095477386935,0.1098444294362855
37.0854271356784,-88.19095477386935,0.10889624448863244
38.89447236180905,-88.19095477386935,0.10991142947377966
40.7035175879397,-88.19095477386935,0.11333558963243913
42.51256281407035,-88.19095477386935,0.11676579692666249
44.321608040201,-88.19095477386935,0.11788081552132905
46.13065326633168,-88.19095477386935,0.11576709617115755
47.93969849246233,-88.19095477386935,0.11104199600087794
49.748743718592976,-88.19095477386935,0.10860589141286736
51.557788944723626,-88.19095477386935,0.10919953126240038
53.366834170854275,-88.19095477386935,0.11213608086566157
55.175879396984925,-88.19095477386935,0.11450502230806531
56.984924623115575,-88.19095477386935,0.11559625838397142
58.79396984924625,-88.19095477386935,0.11752214840747809
60.6030150753769,-88.19095477386935,0.1185880628824317
62.41206030150755,-88.19095477386935,0.1190716921187236
64.2211055276382,-88.19095477386935,0.11853228330098521
66.03015075376885,-88.19095477386935,0.11695488844441272
67.8391959798995,-88.19095477386935,0.11640137520862948
69.64824120603015,-88.19095477386935,0.11664863643984155
71.4572864321608,-88.19095477386935,0.11560267934812304
73.26633165829148,-88.19095477386935,0.11400107204761863
75.07537688442213,-88.19095477386935,0.11288969768782058
76.88442211055275,-88.19095477386935,0.11425685135958957
78.6934673366834,-88.19095477386935,0.11573039656589597
80.5025125628141,-88.19095477386935,0.11974215355043563
82.31155778894475,-88.19095477386935,0.1221455638454719
84.1206030150754,-88.19095477386935,0.12010478475915588
85.92964824120605,-88.19095477386935,0.11914039433129892
87.7386934673367,-88.19095477386935,0.12038970328118953
89.54773869346735,-88.19095477386935,0.12080807352743742
91.356783919598,-88.19095477386935,0.11955855037435725
93.16582914572865,-88.19095477386935,0.11729701900640528
94.9748743718593,-88.19095477386935,0.11395304821941024
96.78391959798995,-88.19095477386935,0.11037329349188182
98.5929648241206,-88.19095477386935,0.10805963135894135
100.40201005025125,-88.19095477386935,0.10577139972309756
102.2110552763819,-88.19095477386935,0.10443946909673643
104.02010050251255,-88.19095477386935,0.10360736811569202
